Pallet,Timestamp,Item,Manufacturer,Quantity,Expiration,Category,Notes,Pallet_Num,Box_Num
,3/24/2024 11:30,Thoracic Catheter,Atrium,4,1/25/2025,Tubing/Catheters,,2,31
,3/24/2024 10:47,Arterial catheterization set   ,Arrow,4,2/29/2028,Tubing/Catheters,,2,4
,3/24/2024 11:46,Pediatric Trach Tube ,Smiths medical,3,7/31/2023,Tubing/Catheters,,2,35
,3/24/2024 11:29,iris scissors scissors 4.5 ,Sklar,3,11/1/2024,,,2,24
,3/24/2024 11:49,Compelled transition wrap,Sigvaris ,3,,Mobility aids,,2,38
,3/24/2024 11:03,Secure All Limb Holder ( 30 PR) ,Procare ,3,4/20/2023,Mobility aids,,2,5
,3/24/2024 11:13,Continuous epidural anesthesia tray,Perifix,3,6/1/2021,Needles and Syringes,,2,as 22
,3/24/2024 11:39,Hard leg cast ,No manufacturer listed,3,,Mobility aids,,2,34
,3/24/2024 11:40,Sole inserts,No manufacturer listed,3,,Mobility aids,,2,34
,3/24/2024 11:11,Surgical Gloves ,Molnlycke,3,7/28/2023,,,2,24
,3/24/2024 11:38,Adult CPR-2 Bag,Mercury Medical,3,12/16/2025,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,36
,3/24/2024 11:25,Monitoring Extension Set,ICU Medical,3,3/1/2026,Tubing/Catheters,,2,31
,3/24/2024 10:58,Nebulizer,Hudson RCI,3,3/4/2024,"Respiratory care (masks, nebulizer, cannula)",,2,21
,3/24/2024 11:05,Adult Flexible Tracheostomy Tube Cuffless ,Covidien,3,1/1/2029,"Respiratory care (masks, nebulizer, cannula)",,2,5
,3/24/2024 11:10,Thal quick chest tube set ,Cook Med,3,8/29/2022,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,29
,3/24/2024 11:01,Driveline Management System 2,Centurion,3,8/31/2024,PPE (Gloves/Masks),,2,16
,3/24/2024 11:34,plastic lauer slip loss of resistance syringe ,Braun,3,3/31/2025,,,2,24
,3/24/2024 11:19,Plastic leur slip syringe,Braun,3,3/31/2025,Needles and Syringes,,2,22
,3/24/2024 11:20,Scrub brush things small ,Braun,3,,Other,,2,22
,3/24/2024 11:44,Tuohy Epidural Needle (18 gauge 6in),BRAUN,3,2/28/2025,Needles and Syringes,,2,32
,3/24/2024 11:50,Safety glide needle,BD,3,8/31/2025,Needles and Syringes,,2,30
,3/24/2024 11:06,MiniLoc Safety Infusion Set ,Bard Medical,3,7/30/2025,Tubing/Catheters,,2,5
,3/24/2024 11:47,Foley catheter,Baradex,3,9/30/2026,Tubing/Catheters,,2,30
,3/24/2024 11:02,Two-Lumen Central Venous Access Device,Arrow,3,7/31/2028,Tubing/Catheters,2,2,16
,3/24/2024 11:00,Disposable Face Mask (without check valve) ,Ambu,3,10/12/2026,"Respiratory care (masks, nebulizer, cannula)",,2,5
,3/24/2024 11:50,Large bag with a zipper,Wright and Fillipis,2,,Other,,2,38
,3/24/2024 10:44,SurgiCount Safety Sponge,Stryker,2,11/1/2026,"Wound Care (dressings, sponges, gauze)",,2,8
,3/24/2024 10:52,tracheostomy tube,"Smiths Medical ASD, Inc.",2,,"Respiratory care (masks, nebulizer, cannula)",,2,19
,3/24/2024 11:01,Cervical collar Sm/Long,Procare,2,,Other,,2,20
,3/24/2024 11:36,clamp style catheter connector ,perifix,2,4/30/2022,,,2,24
,3/24/2024 11:04,Dura-cuffs,No manufacturer listed,2,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,19
,3/24/2024 11:43,Trash Bag ,No manufacturer listed,2,,Other,,2,32
,3/24/2024 11:25,Low pressure stopcock with male collar,Namic ,2,,Tubing/Catheters,,2,30
,3/24/2024 11:21,Aspira Dressing Kit ,Merit Medical,2,11/13/2023,"Wound Care (dressings, sponges, gauze)",,2,32
,3/24/2024 11:38,CPR-2 bag ,mercury medical,2,,,one adult and one child. unsure about expiration date. ,2,24
,3/24/2024 11:10,Gauze sponges ,Medline,2,,"Wound Care (dressings, sponges, gauze)",,2,26
,3/24/2024 11:53,Suction Catheters,Medichoice,2,5/1/2024,Tubing/Catheters,,2,30
,3/24/2024 11:26,Monitoring Extension Set,ICU Medical,2,11/1/2025,Tubing/Catheters,,2,31
,3/24/2024 11:39,High Volume Tapered Cuffed Tracheal Tube ,Hudson RCI,2,9/8/2026,"Respiratory care (masks, nebulizer, cannula)",,2,31
,3/24/2024 11:36,Intubating stylet,Hudson RCI,2,9/9/2024,Tubing/Catheters,,2,30
,3/24/2024 11:24,Cotton tipped applicators ,Henry schein ,2,,Other,Non sterile ,2,33
,3/24/2024 11:26,Disposable ear curette ,Henry schein,2,,Other,,2,33
,3/24/2024 11:14,Biopatch ,Ethicon ,2,10/31/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,29
,3/24/2024 11:06,Tape ,Dukai ,2,,Other,,2,5
,3/24/2024 11:22,blood pressure cuffs ,critikon,2,,,,2,24
,3/24/2024 11:22,blood pressure cuffs for large adults,critikon,2,,,,2,24
,3/24/2024 10:51,Adult SpO2 Sensor,Covidien,2,1/8/2024,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,19
,3/24/2024 10:56,Inner cannula,Covidien,2,,Tubing/Catheters,,2,19
,3/24/2024 11:51,Salem Sump Anti Reflux Valve  ,Covidien,2,,Other,,2,32
,3/24/2024 11:06,Yankauer ,Con Med,2,,Surgical Tools,,2,23
,3/24/2024 11:03,Driveline Management System 1,Centurion,2,11/30/2024,PPE (Gloves/Masks),,2,16
,3/24/2024 11:52,metal waist/leg braces ,Cascade,2,,,,2,38
,3/24/2024 10:43,Kendall Medical Recording Chart Paper (21.4 cm x 83.8 m) ,Cardinal Health,2,,Other,,2,5
,3/24/2024 11:48,Perifix Tuohy Epidural Needle ,Bruan,2,1/31/2025,Tubing/Catheters,,2,32
,3/24/2024 11:35,Epidural needle ,Braun ,2,1/31/2024,Needles and Syringes,,2,30
,3/24/2024 11:46,Perifix Clamp Style Catheter Connector ,Braun,2,4/30/2022,Tubing/Catheters,,2,32
,3/24/2024 10:52,Dental Retention Rim,Boston Scientific ,2,,,,2,9
,3/24/2024 11:43,20 mail syringe,BD,2,12/30/2028,Needles and Syringes,,2,30
,3/24/2024 11:39,Applicator ,BD,2,,Other,,2,30
,3/24/2024 11:24,Extension set ,BD,2,1/6/2029,Tubing/Catheters,,2,30
,3/24/2024 11:02,Small Bore Tubing Extension Set ,BD,2,10/13/2026,Tubing/Catheters,,2,5
,3/24/2024 10:59,Central Venus access kit ,Arrow,2,7/31/2028,Tubing/Catheters,,2,20
,3/24/2024 11:33,Pressure Injectable Arrowg+ard Blue Plus Two-Lumen CVC Kit,Arrow,2,6/30/2023,Surgical Tools,,2,30
,3/24/2024 10:48,Radial Artery Catherization Set,Arrow,2,12/31/2026,Tubing/Catheters,,2,4
,3/24/2024 11:41,Urine collection kit ,Aptima ,2,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,30
,3/24/2024 11:42,Nasal Feeding Tube with Stylet and ENFit,AMT,2,4/1/2026,Tubing/Catheters,,2,30
,3/24/2024 11:50,Bra,Amoena ,2,,,,2,38
,3/24/2024 11:01,Disposable Face Mask (with check valve) Large ,Ambu,2,10/4/2026,"Respiratory care (masks, nebulizer, cannula)",,2,5
,3/24/2024 11:16,Plain Packing Strip,No manufacturer listed,2,,"Wound Care (dressings, sponges, gauze)",No expiration date ,2,29
,3/24/2024 10:55,Gastric Aspiration Tube ,Vycon,1,11/28/2023,Tubing/Catheters,,2,19
,3/24/2024 11:13,Yankauer Suction Tube,tyco,1,,Tubing/Catheters,,2,23
,3/24/2024 11:52,Suction toothbrush,Toothete,1,9/9/2025,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,30
,3/24/2024 11:04,Universal Securement Device,TIDI Products,1,3/1/2025,Other,,2,19
,3/24/2024 11:54,Cardiovascular procedure kit ,Terumo ,1,4/30/2023,Surgical Tools,,2,39
,3/24/2024 11:54,MADgic,Teleflex Medical ,1,9/19/2026,Tubing/Catheters,,2,32
,3/24/2024 11:48,Trach tube ,Teleflex ,1,2/18/2024,Tubing/Catheters,,2,35
,3/24/2024 10:59,Catheter Mount,Teleflex,1,4/30/2028,Tubing/Catheters,2,2,16
,3/24/2024 10:58,Nasopharyngeal airway,Teleflex,1,7/28/2027,Tubing/Catheters,,2,19
,3/24/2024 11:34,Radial artery catheterization,Teleflex,1,11/30/2028,Tubing/Catheters,,2,30
,3/24/2024 11:01,Dressing,Tegaderm,1,,"Wound Care (dressings, sponges, gauze)",,2,19
,3/24/2024 11:41,Baby foot cast and shoes ,Sure step ,1,,Mobility aids,"Pair of shoes, cast pair",2,34
,3/24/2024 11:47,Comfort Chinstrap,Sunset,1,,Other,,2,30
,3/24/2024 11:48,Bougie Endotracheal Tube Introducer,Sunmed,1,11/21/2021,Tubing/Catheters,,2,35
,3/24/2024 11:05,Bed Cable,Stryker,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,19
,3/24/2024 11:47,Hygienic full-body washcloths,Stryker,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,31
,3/24/2024 11:27,Interpulse hand piece set with bone cleaning tip and suction tube ,Stryker,1,6/1/2024,Tubing/Catheters,,2,32
,3/24/2024 10:49,Beside Concentrate ,Steris,1,,,,2,9
,3/24/2024 10:56,Catheter Stabilization Device,Statlock,1,10/28/2026,Tubing/Catheters,2,2,16
,3/24/2024 11:23,FemoStop Gold Femoral Compression System ,St Jude Medical,1,7/27/2022,Other,,2,32
,3/24/2024 11:32,Spinal Needle,Spinocan,1,12/31/2024,Needles and Syringes,,2,31
,3/24/2024 10:51,Toddler Face Mask ,Smiths Medical ,1,,,,2,9
,3/24/2024 11:44,Trach tube ,Smiths medical,1,2/19/2024,Tubing/Catheters,,2,35
,3/24/2024 11:09,Tracheostomy Tube,Smiths Medical,1,9/25/2028,Tubing/Catheters,,2,23
,3/24/2024 11:10,Foley Catheter With Temperature Sensor ,Smith Medical ,1,7/26/2026,Tubing/Catheters,,2,5
,3/24/2024 11:11,Forcep ,Sklar,1,11/3/2024,Surgical Tools,,2,23
,3/24/2024 11:33,Mayo Diss Scissor ,Sklar,1,10/13/2023,,,2,24
,3/24/2024 11:10,"Operating Scissors (straight, sharp/blunt) ",Sklar,1,1/2/2027,Surgical Tools,,2,5
,3/24/2024 11:59,Antimicrobial Dressing w Silver,SILVERLON,1,9/1/2027,"Wound Care (dressings, sponges, gauze)",,2,32
,3/24/2024 11:48,basic liner ,sigvaris,1,5/6/2025,,,2,38
,3/24/2024 11:49,Inelastic wrap - foot,Sigvaris,1,6/11/2025,,,2,38
,3/24/2024 11:37,Economy Hip Kit,Sammons Preston ,1,,"Wound Care (dressings, sponges, gauze)",No expiration date ,2,37
,3/24/2024 10:52,Nasal Cannula ,Salter Labs,1,,,,2,9
,3/24/2024 10:57,Deluxe Arm Sling Large ,Procare ,1,5/17/2023,Mobility aids,,2,5
,3/24/2024 11:26,Heart start infant/child smart pads cartridge ,Phillips,1,7/14/2023,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,32
,3/24/2024 11:35,pin pad,perifix,1,,,,2,24
,3/24/2024 10:58,Filter,Pall,1,4/30/2026,"Respiratory care (masks, nebulizer, cannula)",,2,19
,3/24/2024 10:44,Surgical Gown,Novo Health services ,1,,PPE (Gloves/Masks),,2,9
,3/24/2024 11:45,AED Pads ,No manufacturer listed,1,8/16/2023,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,32
,3/24/2024 11:05,Cloth ,No manufacturer listed,1,,Other,,2,19
,3/24/2024 12:13,Foam ,No manufacturer listed,1,,Other,,2,N/A
,3/24/2024 11:36,Spine xray brace,No manufacturer listed,1,,Mobility aids,,2,34
,3/24/2024 11:56,Tube kit,No manufacturer listed,1,,Tubing/Catheters,,2,30
,3/24/2024 11:20,Syringe,Monoject,1,,Needles and Syringes,,2,23
,3/24/2024 11:07,Microintroducer Kit,MicroEZ,1,7/31/2024,Tubing/Catheters,,2,23
,3/24/2024 10:50,Catheter Insertion Tra,Merit medical ,1,4/5/2024,Tubing/Catheters,,2,17
,3/24/2024 10:45,Catheter Insertion Tray,Merit Medical ,1,4/5/2024,Tubing/Catheters,,2,11
,3/24/2024 10:43,Catheter insertion tray,Merit Medical,1,11/30/2024,Tubing/Catheters,,2,3
,3/24/2024 10:48,Drainage + Dressing Kit,Merit Medical,1,4/5/2024,"Wound Care (dressings, sponges, gauze)",,2,10
,3/24/2024 10:47,Drainage Catheter Insertion Tray,Merit Medical,1,4/5/2024,"Wound Care (dressings, sponges, gauze)",,2,10
,3/24/2024 11:20,Child CPR-2 Bag,Mercury Medical,1,10/21/2024,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,23
,3/24/2024 11:46,End Tidal CO2 Detector,Mercury Medical,1,11/23/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,31
,3/24/2024 11:55,Custom perfusion system,Medtronic,1,10/26/2024,Other,,2,40
,3/24/2024 11:16,4 way stopcock,Medline,1,,Other,,2,23
,3/24/2024 10:59,Channel around Drain,Medline,1,8/3/2027,Tubing/Catheters,,2,16
,3/24/2024 11:11,Cotton Tipped Applicators  ,Medline,1,2/1/2023,Other,,2,5
,3/24/2024 11:11,Elastic Net,Medline,1,,Other,,2,23
,3/24/2024 11:54,Manifold 2-gang 4wy LB WH knob,Medline,1,,Tubing/Catheters,,2,32
,3/24/2024 11:05,Suction catheter,Medline,1,,Tubing/Catheters,,2,19
,3/24/2024 11:52,suction catheter whistle tip,Medline,1,,Tubing/Catheters,,2,32
,3/24/2024 11:11,Surgical gloves,Medline,1,,PPE (Gloves/Masks),,2,22
,3/24/2024 11:41,Surgical Skin Marker,Medline,1,,Surgical Tools,,2,30
,3/24/2024 11:56,Surgical Skin Marker,Medline,1,,Other,,2,30
,3/24/2024 11:25,Cotton tipped applicators ,Medichoice,1,12/30/2023,,,2,24
,3/24/2024 11:23,ear and ulcer syringe ,Medichoice,1,10/1/2023,,,2,24
,3/24/2024 11:57,Infant heel warmer,Medichoice,1,,Infant Care,,2,30
,3/24/2024 11:01,Staple removal kit,Medichoice,1,12/10/2024,Surgical Tools,,2,19
,3/24/2024 11:03,Pulse Ox Adhesive Sensor,Maximo SET,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,19
,3/24/2024 11:58,Urine Collector,Mabis ,1,9/1/2025,Other,,2,30
,3/24/2024 11:50,Skin test applicator ,Lincoln ,1,5/1/2028,Other,,2,35
,3/24/2024 10:58,Heat and Moisture Exchanger,Kingsystems,1,2/28/2025,Tubing/Catheters,2,2,16
,3/24/2024 11:28,Jackson Rees Modification,King Systems,1,10/7/2023,Tubing/Catheters,,2,30
,3/24/2024 10:46,Respirator ,Kids Med Brand,1,,,,2,9
,3/24/2024 10:57,Pipe Cleaner,Keysurgical,1,,Other,The package was opened.,2,19
,3/24/2024 11:52,Arm Sling,Kenad SG Medical Inc,1,,Mobility aids,,2,30
,3/24/2024 10:43,Containment Sheet Syringe,ICU Medical,1,10/1/2026,Needles and Syringes,,2,8
,3/24/2024 10:53,Continuous spinal drainage kit ,ICU Medical,1,11/1/2022,Tubing/Catheters,,2,4
,3/24/2024 11:12,Safeset Shielded Blunt Cannula ,ICU Medical,1,10/1/2028,"Respiratory care (masks, nebulizer, cannula)",,2,5
,3/24/2024 11:58,Transpacific Transposable Transducer,ICU Medical,1,9/1/2026,Tubing/Catheters,,2,30
,3/24/2024 11:00,Aerosol Mask,Hudson RCI,1,12/1/2028,"Respiratory care (masks, nebulizer, cannula)",2,2,16
,3/24/2024 11:06,Nebulizer,Hudson RCI,1,,"Respiratory care (masks, nebulizer, cannula)",,2,23
,3/24/2024 11:43,Tracheal Tube,Hudson RCI,1,11/7/2023,Tubing/Catheters,,2,35
,3/24/2024 11:00,Adapt,Hollister,1,,Other,,2,19
,3/24/2024 11:55,Male Incontinence Catheter ,Hollister,1,7/28/2028,Tubing/Catheters,,2,32
,3/24/2024 11:01,Urostomy pouch,Hollister,1,11/1/2028,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,19
,3/24/2024 10:45,Wall Holder,Hillrom ,1,,,,2,9
,3/24/2024 12:12,Foam positioner,Halyard,1,,Other,,2,N/A
,3/24/2024 11:22,Procedure Gown ,Halyard,1,,PPE (Gloves/Masks),,2,32
,3/24/2024 11:19,Quick Check Sterilization Wrap,Halyard,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,32
,3/24/2024 10:43,Ulnar Nerve Protector,Halyard,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,8
,3/24/2024 11:40,4-O sutures,Ethicon,1,5/2/2028,,unsure about expiration date. ,2,24
,3/24/2024 11:17,Breast Binder,EaB Medical,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,23
,3/24/2024 11:33,Blood Pressure Cuff,Dura-Cuf,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,31
,3/24/2024 11:43,Sully shoulder,Donjoy ,1,,Mobility aids,,2,38
,3/24/2024 11:34,Leg brace ,Donjoy,1,,Mobility aids,,2,34
,3/24/2024 10:55,General Purpose Temperature Probe ,DeRoyal,1,12/27/2028,,,2,9
,3/24/2024 11:49,Plain Packing Strip,Curad,1,,"Wound Care (dressings, sponges, gauze)",,2,30
,3/24/2024 11:58,Child blood pressure cuff,CRITIKON,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,32
,3/24/2024 11:48,Dura cuffs,Critikon,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,30
,3/24/2024 11:19,Adult Flexible Tracheostomy tube,Covidien,1,1/3/2024,Tubing/Catheters,,2,29
,3/24/2024 10:58,Dual Lumen Stomach Tube,Covidien,1,12/31/2027,Tubing/Catheters,,2,16
,3/24/2024 11:09,Flexible Yankauer,Covidien,1,,Tubing/Catheters,,2,23
,3/24/2024 11:20,Monoject 1 ml syringe with hypodermic safety needle ,Covidien,1,3/21/2026,Needles and Syringes,,2,32
,3/24/2024 10:55,Nursing pad,Covidien,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,19
,3/24/2024 10:51,Slim Body Skin Stapler,Covidien,1,9/30/2025,"Wound Care (dressings, sponges, gauze)",2,2,16
,3/24/2024 10:51,Micropuncture introducer set ,Cook Med,1,3/17/2026,Surgical Tools,,2,4
,3/24/2024 11:40,Thinwall needle,Cook Med,1,12/19/2023,Needles and Syringes,,2,30
,3/24/2024 10:59,Neonatal Pediatric ECG Electrode,Con Med,1,11/17/2024,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,19
,3/24/2024 10:59,Pediatric Syringe Kit,Charter Medical,1,3/24/2027,Needles and Syringes,,2,19
,3/24/2024 10:57,Securement Device,Centurion Medical Products Corps.,1,11/1/2026,Other,,2,19
,3/24/2024 11:19,Alcohol Prep Pad,Cardinal Health,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,23
,3/24/2024 11:09,Chest tube insertion pack ,Cardinal Health,1,3/1/2023,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,29
,3/24/2024 11:10,Medical Recording Chart Paper Packs ,Cardinal Health,1,,Other,,2,23
,3/24/2024 11:18,Medi-Vac,Cardinal Health,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,30
,3/24/2024 11:50,Neonatal Electrodes ,Cardinal Health,1,4/4/2024,"Emergency Response and Resuscitation (CPR, Defibrillators)",,2,32
,3/24/2024 11:46,Adhesive Gauze Roll,BSN medical,1,6/14/2024,"Wound Care (dressings, sponges, gauze)",,2,32
,3/24/2024 11:38,Leg brace ,Breg,1,,Mobility aids,,2,34
,3/24/2024 10:59,IV catheter,Braun ,1,4/1/2027,Tubing/Catheters,,2,19
,3/24/2024 11:22,Pencil point spinal needle 20 Ga,Braun ,1,12/31/2024,Needles and Syringes,,2,22
,3/24/2024 11:18,Regional anesthesia support tray,Braun ,1,7/31/2021,Needles and Syringes,,2,22
,3/24/2024 11:08,Spinocan Spinal Needle (18 Gauge) ,Braun ,1,7/31/2027,Needles and Syringes,,2,5
,3/24/2024 11:37,5 mL glass luer slip loss of resistance syringe ,braun,1,9/30/2024,,,2,24
,3/24/2024 11:49,Epidural Needle (Tuohy-Schliff),BRAUN,1,1/31/2025,Needles and Syringes,,2,32
,3/24/2024 11:35,flat epidural filter 0.2 mL ,Braun,1,8/31/2024,,,2,24
,3/24/2024 11:51,IV Catheter,Braun,1,5/1/2028,Tubing/Catheters,,2,30
,3/24/2024 11:16,Nerve block tray,Braun,1,7/31/2021,Needles and Syringes,,2,22
,3/24/2024 11:21,nerve block tray,braun,1,8/31/2021,,has drugs in packaging,2,24
,3/24/2024 11:49,non-winged tuohy epidural needle,BRAUN,1,8/31/2024,Needles and Syringes,,2,32
,3/24/2024 11:26,pencil point spinal needle,braun,1,,,,2,24
,3/24/2024 11:53,PERIFIX 5ml glass luer slip (loss of resistance syringe),BRAUN,1,9/30/2024,Needles and Syringes,,2,32
,3/24/2024 11:51,PERIFIX filter (use with epidural catheter),BRAUN,1,8/31/2024,"Wound Care (dressings, sponges, gauze)",,2,32
,3/24/2024 11:20,Single dose epidural anesthesia tray,Braun,1,2/28/2021,,has drugs again,2,24
,3/24/2024 11:17,Spinal needle tray,Braun,1,9/30/2021,Needles and Syringes,,2,22
,3/24/2024 11:20,Spinal Needle Tray,Braun,1,9/30/2021,,has drugs in it,2,24
,3/24/2024 11:24,Spinocan spinal needle 18Ga,Braun,1,11/30/2024,Needles and Syringes,,2,22
,3/24/2024 11:28,Spinocan spinal needle 22Ga,Braun,1,7/31/2024,Needles and Syringes,,2,22
,3/24/2024 11:52,1 mL Syringe,BD,1,12/31/2027,Needles and Syringes,,2,30
,3/24/2024 10:55,1 mL syringe ,BD,1,12/31/2027,,,2,9
,3/24/2024 11:55,10ml syringe luer lok tip,BD,1,3/31/2026,,,2,32
,3/24/2024 11:53,20 mL Syringe,BD,1,11/30/2028,Needles and Syringes,,2,30
,3/24/2024 11:54,3 mL Syringe,BD,1,11/30/2028,Needles and Syringes,,2,30
,3/24/2024 11:42,50 mL syringe ,BD,1,11/30/2028,Needles and Syringes,,2,30
,3/24/2024 12:04,Blood Collection Set,BD,1,3/31/2023,Tubing/Catheters,,2,37
,3/24/2024 12:05,Blood Collection Set,BD,1,6/30/2024,Tubing/Catheters,,2,37
,3/24/2024 12:07,Blood Collection Set,BD,1,5/31/2024,Needles and Syringes,,2,37
,3/24/2024 11:49,ChloraPrep Applicator,BD,1,,Other,,2,30
,3/24/2024 10:53,Gravity Set Check Valve ,BD,1,7/2/2022,,,2,9
,3/24/2024 11:09,Insyte Autoguard (14 gauge) ,BD,1,3/31/2026,Tubing/Catheters,,2,5
,3/24/2024 11:52,PhaSeal,BD,1,12/1/2021,Other,,2,32
,3/24/2024 11:07,Plastipak 3 mL Syringe ,BD,1,11/30/2028,Needles and Syringes,,2,5
,3/24/2024 11:56,Plastipak 3 mL Syringe Luer-Lok Tip ,BD,1,11/30/2028,Needles and Syringes,,2,32
,3/24/2024 10:47,Plunger rod ,BD,1,1/9/2027,,,2,9
,3/24/2024 11:14,Pressure Rated Extension Set,BD,1,9/28/2026,Tubing/Catheters,,2,23
,3/24/2024 11:14,Pump Infusion Set,BD,1,1/16/2024,Tubing/Catheters,,2,23
,3/24/2024 11:42,Safety glide injection needle ,BD,1,10/31/2028,Needles and Syringes,,2,30
,3/24/2024 11:28,SafetyGlide Needle,BD,1,12/31/2023,Needles and Syringes,,2,31
,3/24/2024 11:16,Secondary Set,BD,1,12/19/2026,Tubing/Catheters,,2,23
,3/24/2024 11:13,"Spinal Needle (20 gauge, 3.5 in) ",BD,1,1/31/2025,Needles and Syringes,,2,5
,3/24/2024 11:54,Syringe ,BD,1,9/30/2028,Needles and Syringes,,2,30
,3/24/2024 11:59,Vial,BD,1,12/31/2020,Other,,2,32
,3/24/2024 11:55,APD Drain Manifold,Baxter,1,11/18/2024,Tubing/Catheters,,2,30
,3/24/2024 11:18,IV connector,Baxter,1,,Tubing/Catheters,,2,23
,3/24/2024 10:56,Nitrile Exam Gloves,Basic,1,,PPE (Gloves/Masks),Box of gloves was open.,2,19
,3/24/2024 11:57,Surgical blades,Bard parker,1,,Surgical Tools,,2,30
,3/24/2024 11:57,Bardex Foley Catheter,Bard Medical,1,8/31/2026,,,2,32
,3/24/2024 11:43,Collection bags ,Bard Medical,1,1/31/2026,"Personal Hygiene and Care (including women’s health, and bedpans)",,2,30
,3/24/2024 11:20,Foley Tray System ,Bard Medical,1,1/31/2026,Tubing/Catheters,,2,29
,3/24/2024 11:31,Thoracic Catheter,Atrium ,1,7/6/2024,Tubing/Catheters,,2,31
,3/24/2024 11:29,Thoracic Catheter,Atrium,1,5/24/2026,Tubing/Catheters,,2,31
,3/24/2024 10:44,Drainage starter kit,Aspira ,1,11/30/2024,"Wound Care (dressings, sponges, gauze)",,2,3
,3/24/2024 10:40,Pleural Drainage Catheter Insertion Tray,Aspira,1,11/30/2024,Tubing/Catheters,2,2,6
,3/24/2024 11:35,Cervical brace ,Aspen,1,,Mobility aids,,2,34
,3/24/2024 10:55,PSI Kit for use with 7.5-8 Fr. Catheters,Arrow ,1,7/31/2025,PPE (Gloves/Masks),2,2,16
,3/24/2024 11:18,Spring-Wire Guide,Arrow ,1,6/30/2024,Tubing/Catheters,,2,31
,3/24/2024 11:20,Spring-Wire Guide,Arrow ,1,6/30/2024,Tubing/Catheters,,2,31
,3/24/2024 11:15,Spring-Wire Guide,Arrow,1,3/31/2024,Tubing/Catheters,,2,31
,3/24/2024 11:16,Spring-Wire Guide,Arrow,1,8/31/2025,Tubing/Catheters,,2,31
,3/24/2024 11:16,Spring-Wire Guide,Arrow,1,8/31/2026,Tubing/Catheters,,2,31
,3/24/2024 11:17,Spring-Wire Guide,Arrow,1,10/31/2027,Tubing/Catheters,,2,31
,3/24/2024 11:18,Spring-Wire Guide,Arrow,1,3/31/2026,Tubing/Catheters,,2,31
,3/24/2024 11:19,Spring-Wire Guide,Arrow,1,6/30/2024,Tubing/Catheters,,2,31
,3/24/2024 11:20,Spring-Wire Guide,Arrow,1,9/30/2025,Tubing/Catheters,,2,31
,3/24/2024 11:21,Spring-Wire Guide,Arrow,1,6/30/2024,Tubing/Catheters,,2,31
,3/24/2024 11:21,Spring-Wire Guide,Arrow,1,10/31/2027,Tubing/Catheters,,2,31
,3/24/2024 11:22,Spring-Wire Guide,Arrow,1,9/30/2025,Tubing/Catheters,,2,31
,3/24/2024 11:23,Spring-Wire Guide,Arrow,1,8/31/2026,Tubing/Catheters,,2,31
,3/24/2024 11:49,bra,amoena?,1,,,,2,38
,3/24/2024 11:47,Areola simulator ,Ameda ,1,,Tubing/Catheters,No expiration date ,2,37
,3/24/2024 10:58,CO2 Detector,Ambu,1,10/5/2025,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,2,19
,3/24/2024 11:38,Aircast foot,Aircast,1,,Mobility aids,Short xl ,2,34
,3/24/2024 10:53,Surgical Drape,3M,1,11/28/2025,PPE (Gloves/Masks),2,2,16
,3/24/2024 11:41,Tegaderm ,3M,1,7/31/2023,,,2,24
,3/24/2024 11:52,Foot brace adult,No manufacturer listed,1,,Mobility aids,,2,38
,3/24/2024 11:22,Lace ,No manufacturer listed,1,,Other,,2,23
,3/24/2024 11:26,Monitoring Extension Set,No manufacturer listed,1,10/1/2024,Tubing/Catheters,,2,31
,3/24/2024 11:02,Surgical solution ,No manufacturer listed,1,1/26/2025,Surgical Tools,,2,20
,3/24/2024 11:19,Nerve block set,Braun,,11/30/2023,Needles and Syringes,,2,30
